1,2,20260101110000,45,1,0,0,0,0
2,4,20260101110300,60,1,0,0,0,0
3,1,20260101110500,25,1,0,0,1,0
4,6,20260101110800,80,1,0,0,0,0
5,2,20260101111100,30,0,0,0,0,1
6,3,20260101111300,50,1,1,1,0,0
7,4,20260101111600,55,1,0,0,0,0
8,2,20260101111800,35,1,0,0,1,0
9,8,20260101112100,90,1,0,0,0,0
10,2,20260101112300,40,0,0,0,0,0
11,3,20260101112600,45,1,0,0,0,1
12,5,20260101112800,70,1,0,0,0,0
13,2,20260101113100,30,1,1,0,0,0
14,4,20260101113300,60,1,0,0,1,0
15,1,20260101113600,20,1,0,0,0,0
16,6,20260101113800,85,1,0,0,0,0
17,2,20260101114100,35,1,0,0,0,1
18,3,20260101114300,50,0,0,0,0,0
19,4,20260101114600,65,1,0,0,0,0
20,2,20260101114800,30,1,1,1,0,0
21,5,20260101115100,75,1,0,0,1,0
22,1,20260101115300,25,1,0,0,0,0
23,3,20260101115600,45,1,0,0,0,0
24,2,20260101115800,35,0,0,0,0,0
25,4,20260101120000,60,1,0,0,0,1
26,6,20260101120300,80,1,0,0,0,0
27,2,20260101120500,40,1,0,0,1,0
28,3,20260101120800,50,1,0,0,0,0
29,1,20260101121100,25,0,0,0,0,0
30,4,20260101121300,55,1,1,1,0,0
31,2,20260101121600,35,1,0,0,0,0
32,5,20260101121800,70,1,0,0,0,0
33,8,20260101122100,90,1,0,0,0,0
34,2,20260101122300,30,1,0,0,1,0
35,3,20260101122600,45,1,0,0,0,0
36,4,20260101122800,60,0,0,0,0,0
37,1,20260101123100,20,1,0,0,0,0
38,6,20260101123300,85,1,0,0,0,0
39,2,20260101123600,35,1,1,0,0,0
40,4,20260101123800,55,1,0,0,0,0
41,3,20260101124100,50,1,0,0,0,1
42,2,20260101124300,30,1,0,0,1,0
43,5,20260101124600,70,1,0,0,0,0
44,1,20260101124800,25,0,0,0,0,0
45,4,20260101125100,60,1,0,0,0,0
46,2,20260101125300,35,1,0,0,0,0
47,6,20260101125600,80,1,0,0,0,0
48,3,20260101125800,45,1,0,0,0,0
49,2,20260101130000,30,1,0,0,0,0
50,4,20260101130300,55,1,0,0,0,0
